Latitude,Longitude,BoreholeID,FC_3,FC_6,FC_9,FC_12,FC_15,FC_18,M_3,M_6,M_9,M_12,M_15,M_18,N_3,N_6,N_9,N_12,N_15,N_18,amax_3,amax_6,amax_9,amax_12,amax_15,amax_18,lpi_component_3,lpi_component_6,lpi_component_9,lpi_component_12,lpi_component_15,lpi_component_18,lpi
22.242602,91.820472,15,79.19294776996102,69.2664018206424,55.80839291396523,52.03834430222726,48.95986724642192,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,1.0,2.0,4.0,5.0,6.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,12.08955,11.4471,8.31765,5.8056,3.40275,0.0,41.06265
22.358241,91.812473,16,22.41270599785952,25.40468682497209,3.139387390884462,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,12.0,12.0,50.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,0.0,4.1097,0.0,0.0,0.0,0.0,4.1097
22.387303,91.852563,17,50.47883000880319,69.2664018206424,27.73542007718869,18.48606786686463,19.07011463142319,60.42907676770499,6.5,6.5,6.5,6.5,6.5,6.5,4.0,2.0,12.0,20.0,21.0,4.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,8.494049999999998,11.4471,4.263599999999999,0.3972000000000002,0.09,1.4862,26.17815
22.336821,91.824986,18,32.02189892518163,11.49001446109282,3.139387390884462,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,8.0,24.0,50.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,4.133550000000001,0.0,0.0,0.0,0.0,0.0,4.133550000000001
22.347239,91.842609,19,57.83764529039698,53.53710607782515,49.93196851008766,12.58367617659549,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,3.0,4.0,5.0,27.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,9.5625,9.874199999999998,7.926600000000001,0.0,0.0,0.0,27.3633
22.341511,91.836433,20,17.70843896547518,1.714895673780745,3.139387390884462,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,15.0,50.0,50.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.362806,91.782038,21,50.47883000880319,9.581274363823598,45.20263423336479,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,4.0,27.0,6.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,8.494049999999998,0.0,7.4184,0.0,0.0,0.0,15.912449999999998
22.327513,91.811206,22,39.6681579413982,69.2664018206424,21.28807954170149,72.68203048386742,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,6.0,2.0,16.0,2.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,6.306149999999999,11.4471,2.11365,6.763199999999999,0.0,0.0,26.6301
22.377176,91.848763,23,29.12312779307235,81.12080255180415,82.22797174221108,34.13893248583153,26.23600240575946,67.00707576862426,6.5,6.5,6.5,6.5,6.5,6.5,9.0,1.0,1.0,10.0,15.0,3.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,2.940149999999999,11.8188,9.6822,4.074,1.42425,1.551,31.4904
22.376989,91.845953,24,50.07012122487031,80.86879029661806,82.02992243251495,36.78347651061521,73.62665584673155,50.53251231531376,6.5,6.5,6.5,6.5,6.5,6.5,4.0,1.0,1.0,9.0,2.0,6.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,8.779650000000002,12.1191,9.871950000000002,4.4352,4.22925,1.3164,40.75155
22.287845,91.778938,25,39.6681579413982,69.2664018206424,62.4807985939461,43.23488847116528,5.57457124523904,50.53251231531376,6.5,6.5,6.5,6.5,6.5,6.5,6.0,2.0,3.0,7.0,50.0,6.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,6.306149999999999,11.4471,8.9199,5.1504,0.0,1.3164,33.13995
22.39627,91.804375,26,50.47883000880319,42.88321063608186,25.63965157932966,10.75219582074498,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,4.0,6.0,13.0,31.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,8.494049999999998,8.513399999999999,3.865949999999999,0.0,0.0,0.0,20.8734
22.354968,91.841106,27,50.47883000880319,69.59452648551635,8.327897082530606,11.80730098919658,23.44778998199487,20.48360812323381,6.5,6.5,6.5,6.5,6.5,6.5,4.0,2.0,33.0,29.0,17.0,21.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,8.494049999999998,11.1867,0.0,0.0,0.984,0.0144,20.67915
22.338558,91.813571,28,79.5598521342821,3.883430593798996,3.817818691164062,52.03834430222726,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,1.0,41.0,47.0,5.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,11.628,0.0,0.0,5.8056,0.0,0.0,17.4336
22.340414,91.842366,29,66.73942414042723,38.7046252584499,50.09926525953217,72.46324829110338,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,2.0,7.0,5.0,2.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,11.01345,7.879199999999999,7.845750000000001,6.864000000000001,0.0,0.0,33.6024
22.398196,91.856614,30,66.73942414042723,80.86879029661806,82.02992243251495,47.30687422878639,53.69395684248752,40.02560860636346,6.5,6.5,6.5,6.5,6.5,6.5,2.0,1.0,1.0,6.0,5.0,9.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,11.01345,12.1191,9.871950000000002,5.4756,3.591,1.0734,43.1445
22.362069,91.785543,31,9.11286137891756,9.019643445895555,3.139387390884462,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,24.0,28.0,50.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.367396,91.826424,32,67.21175727512902,69.59452648551635,82.02992243251495,72.46324829110338,29.52399745929543,46.5575313571086,6.5,6.5,6.5,6.5,6.5,6.5,2.0,2.0,1.0,2.0,13.0,7.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,10.608,11.1867,9.871950000000002,6.864000000000001,1.872,1.2357,41.63835
22.341227,91.776706,33,50.47883000880319,21.96944994642697,45.31283998343381,82.92503633518044,73.62665584673155,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,4.0,14.0,6.0,1.0,2.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,8.494049999999998,2.568299999999999,7.36395,7.188,4.22925,0.0,29.84355
22.335278,91.857222,34,67.21175727512902,69.59452648551635,41.2420813270594,20.62419970093665,13.79405655226983,11.06571086332889,6.5,6.5,6.5,6.5,6.5,6.5,2.0,2.0,7.0,18.0,28.0,36.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,10.608,11.1867,6.878850000000001,1.1388,0.0,0.0,29.81235
22.376749,91.828161,35,26.58250023491741,1.714895673780745,3.139387390884462,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,10.0,50.0,50.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,1.759499999999999,0.0,0.0,0.0,0.0,0.0,1.759499999999999
22.395141,91.820158,36,20.44446128693287,25.40468682497209,71.05830719878892,64.18279619423153,73.62665584673155,67.00707576862426,6.5,6.5,6.5,6.5,6.5,6.5,13.0,12.0,2.0,3.0,2.0,3.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,0.0,4.1097,9.401699999999998,6.5328,4.22925,1.551,25.82445
22.333788,91.842807,37,67.21175727512902,69.59452648551635,55.80839291396523,36.78347651061521,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,2.0,2.0,4.0,9.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,10.608,11.1867,8.31765,4.4352,0.0,0.0,34.54755
22.354285,91.841033,38,57.83764529039698,60.66235171646118,37.74260810151841,31.79372530837403,18.16240976062721,32.98458400988288,6.5,6.5,6.5,6.5,6.5,6.5,3.0,3.0,8.0,11.0,22.0,12.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,9.5625,10.5357,6.383850000000001,3.7092,0.0,0.8034000000000001,30.99465
22.271772,91.788513,39,29.12312779307235,14.71866375329273,34.68883201406422,34.13893248583153,17.31453476005346,19.56010559245824,6.5,6.5,6.5,6.5,6.5,6.5,9.0,20.0,9.0,10.0,23.0,22.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,2.940149999999999,0.0,5.890499999999999,4.074,0.0,0.0,12.904649999999998
22.322074,91.776212,40,79.5598521342821,80.86879029661806,50.09926525953217,36.78347651061521,65.79421390628241,55.14963500808872,6.5,6.5,6.5,6.5,6.5,6.5,1.0,1.0,5.0,9.0,3.0,5.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,11.628,12.1191,7.845750000000001,4.4352,3.9825,1.3959,41.40645
22.381947,91.855627,41,79.19294776996102,80.86879029661806,82.02992243251495,72.46324829110338,65.79421390628241,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,1.0,1.0,1.0,2.0,3.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,12.08955,12.1191,9.871950000000002,6.864000000000001,3.9825,0.0,44.9271
22.339418,91.805631,42,32.02189892518163,8.489976729741878,34.74821101197578,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,8.0,29.0,9.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,4.133550000000001,0.0,5.85915,0.0,0.0,0.0,9.9927
22.375221,91.818248,43,66.73942414042723,47.72084998995947,32.1228439897075,4.404675209527296,41.51498783733572,23.68610130656064,6.5,6.5,6.5,6.5,6.5,6.5,2.0,5.0,10.0,50.0,8.0,18.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,11.01345,9.198,5.331150000000001,0.0,2.98275,0.2784,28.80375
22.376154,91.816746,44,9.79713039211252,1.714895673780745,3.139387390884462,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,23.0,50.0,50.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.366351,91.77868,45,50.47883000880319,8.489976729741878,25.88329256402308,64.18279619423153,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,4.0,29.0,13.0,3.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,8.494049999999998,0.0,3.724050000000001,6.5328,0.0,0.0,18.7509
22.334142,91.812261,46,50.07012122487031,16.73638542058324,18.83078765133439,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,4.0,18.0,18.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,8.779650000000002,0.0,1.041150000000001,0.0,0.0,0.0,9.820800000000002
22.390816,91.816596,47,11.01649702539289,1.714895673780745,3.139387390884462,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,21.0,50.0,50.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.362333,91.787664,48,0.0,0.0,0.0,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,77.0,100.0,100.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.399903,91.834964,49,29.12312779307235,60.66235171646118,71.31763888914892,72.68203048386742,59.20365146882599,6.133350667800842,6.5,6.5,6.5,6.5,6.5,6.5,9.0,3.0,2.0,2.0,4.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,2.940149999999999,10.5357,9.23835,6.763199999999999,3.78825,0.0,33.26565
22.395654,91.88261,50,50.47883000880319,60.66235171646118,3.139387390884462,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,4.0,3.0,50.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,8.494049999999998,10.5357,0.0,0.0,0.0,0.0,19.02975
22.387582,91.846379,51,67.21175727512902,80.86879029661806,82.02992243251495,72.46324829110338,65.79421390628241,55.14963500808872,6.5,6.5,6.5,6.5,6.5,6.5,2.0,1.0,1.0,2.0,3.0,5.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,10.608,12.1191,9.871950000000002,6.864000000000001,3.9825,1.3959,44.84145
22.34343,91.788315,52,50.47883000880319,29.71083141621871,50.09926525953217,72.46324829110338,73.62665584673155,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,4.0,10.0,5.0,2.0,2.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,8.494049999999998,5.6343,7.845750000000001,6.864000000000001,4.22925,0.0,33.06735
22.24544,91.817553,53,50.47883000880319,53.53710607782515,55.80839291396523,52.03834430222726,22.22352985389215,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,4.0,4.0,4.0,5.0,18.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,8.494049999999998,9.874199999999998,8.31765,5.8056,0.7620000000000002,0.0,33.253499999999995
22.344339,91.836729,54,67.21175727512902,1.714895673780745,3.139387390884462,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,2.0,50.0,50.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,10.608,0.0,0.0,0.0,0.0,0.0,10.608
22.321042,91.852902,55,79.19294776996102,53.53710607782515,55.80839291396523,21.82744151488617,19.07011463142319,26.27295836696053,6.5,6.5,6.5,6.5,6.5,6.5,1.0,4.0,4.0,17.0,21.0,16.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,12.08955,9.874199999999998,8.31765,1.505999999999999,0.09,0.4533,32.3307
22.356628,91.806747,56,0.0,1.714895673780745,3.139387390884462,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,50.0,50.0,50.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.287845,91.778938,57,22.41270599785952,60.66235171646118,55.80839291396523,52.03834430222726,9.846055611692238,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,12.0,3.0,4.0,5.0,36.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,0.0,10.5357,8.31765,5.8056,0.0,0.0,24.65895
22.3678,91.848611,58,35.58134773150548,69.59452648551635,82.22797174221108,83.09162807274264,59.20365146882599,67.00707576862426,6.5,6.5,6.5,6.5,6.5,6.5,7.0,2.0,1.0,1.0,4.0,3.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,5.1918,11.1867,9.6822,7.069199999999999,3.78825,1.551,38.46915
22.345395,91.853009,59,57.83764529039698,42.72587685684772,24.2137376345685,18.48606786686463,13.79405655226983,7.433843493608725,6.5,6.5,6.5,6.5,6.5,6.5,3.0,6.0,14.0,20.0,28.0,47.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,9.5625,8.6142,3.182849999999999,0.3972000000000002,0.0,0.0,21.75675
22.331959,91.798249,60,66.73942414042723,69.2664018206424,45.20263423336479,43.23488847116528,59.20365146882599,60.56545098745922,6.5,6.5,6.5,6.5,6.5,6.5,2.0,2.0,6.0,7.0,4.0,4.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,11.01345,11.4471,7.4184,5.1504,3.78825,1.4742,40.2918
22.313538,91.86906,61,66.73942414042723,80.86879029661806,18.83078765133439,16.64356219703298,6.567999102503626,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,2.0,1.0,18.0,22.0,46.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,11.01345,12.1191,1.041150000000001,0.0,0.0,0.0,24.1737
22.368401,91.822099,62,11.32115229474114,7.516146162925397,3.139387390884462,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,21.0,31.0,50.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.366615,91.837929,63,79.5598521342821,69.59452648551635,82.22797174221108,83.09162807274264,65.79421390628241,74.79676880928585,6.5,6.5,6.5,6.5,6.5,6.5,1.0,2.0,1.0,1.0,3.0,2.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,11.628,11.1867,9.6822,7.069199999999999,3.9825,1.6269,45.1755
22.362938,91.833075,64,79.5598521342821,81.12080255180415,82.22797174221108,31.79372530837403,41.56025913849816,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,1.0,1.0,1.0,11.0,8.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,11.628,11.8188,9.6822,3.7092,2.973,0.0,39.8112
22.351825,91.762544,65,57.83764529039698,69.2664018206424,49.93196851008766,72.46324829110338,59.20365146882599,46.54941168562578,6.5,6.5,6.5,6.5,6.5,6.5,3.0,2.0,5.0,2.0,4.0,7.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,9.5625,11.4471,7.926600000000001,6.864000000000001,3.78825,1.2363,40.82475
22.356985,91.847795,66,79.5598521342821,81.12080255180415,55.80839291396523,16.64356219703298,15.77596292973453,19.56010559245824,6.5,6.5,6.5,6.5,6.5,6.5,1.0,1.0,4.0,22.0,25.0,22.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,11.628,11.8188,8.31765,0.0,0.0,0.0,31.76445
22.328108,91.772758,67,67.21175727512902,23.59568474156904,22.70089569684858,16.64356219703298,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,2.0,13.0,15.0,22.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,10.608,3.3411,2.638350000000001,0.0,0.0,0.0,16.58745
22.350694,91.843761,68,66.73942414042723,80.86879029661806,62.4807985939461,11.2655412977306,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,2.0,1.0,3.0,30.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,11.01345,12.1191,8.9199,0.0,0.0,0.0,32.05245
22.362522,91.81269,69,0.0,1.714895673780745,3.139387390884462,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,50.0,50.0,50.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.339898,91.783959,70,50.47883000880319,53.53710607782515,18.83078765133439,17.53185257001893,53.69395684248752,50.53251231531376,6.5,6.5,6.5,6.5,6.5,6.5,4.0,4.0,18.0,21.0,5.0,6.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,8.494049999999998,9.874199999999998,1.041150000000001,0.024,3.591,1.3164,24.3408
22.347816,91.819493,71,50.07012122487031,35.269891264516,49.93196851008766,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,4.0,8.0,5.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,8.779650000000002,7.137899999999999,7.926600000000001,0.0,0.0,0.0,23.844150000000003
22.358493,91.845478,72,67.21175727512902,81.12080255180415,82.22797174221108,72.68203048386742,65.79421390628241,50.53251231531376,6.5,6.5,6.5,6.5,6.5,6.5,2.0,1.0,1.0,2.0,3.0,6.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,10.608,11.8188,9.6822,6.763199999999999,3.9825,1.3164,44.1711
22.339132,91.831224,73,66.73942414042723,1.714895673780745,3.139387390884462,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,2.0,50.0,50.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,11.01345,0.0,0.0,0.0,0.0,0.0,11.01345
22.369983,91.823055,74,26.52756899330129,80.86879029661806,82.02992243251495,72.46324829110338,53.69395684248752,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,10.0,1.0,1.0,2.0,5.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,1.80285,12.1191,9.871950000000002,6.864000000000001,3.591,0.0,34.2489
22.395152,91.882454,75,44.54869548415066,69.2664018206424,71.05830719878892,64.18279619423153,53.69395684248752,55.14963500808872,6.5,6.5,6.5,6.5,6.5,6.5,5.0,2.0,2.0,3.0,5.0,5.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,7.4052,11.4471,9.401699999999998,6.5328,3.591,1.3959,39.7737
22.331783,91.84432,76,79.5598521342821,81.12080255180415,10.26359206526043,4.404675209527296,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,1.0,1.0,29.0,50.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,11.628,11.8188,0.0,0.0,0.0,0.0,23.4468
22.323781,91.811253,77,57.83764529039698,21.96944994642697,20.00705425948242,47.22645168761132,5.57457124523904,6.682533989867666,6.5,6.5,6.5,6.5,6.5,6.5,3.0,14.0,17.0,6.0,50.0,50.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,9.5625,2.568299999999999,1.57905,5.5032,0.0,0.0,19.21305
22.339223,91.781148,78,32.10931089310452,38.7046252584499,14.14605739153346,20.62419970093665,16.52073255408278,40.02560860636346,6.5,6.5,6.5,6.5,6.5,6.5,8.0,7.0,23.0,18.0,24.0,9.0,2.4525,2.4525,2.4525,2.4525,2.4525,2.4525,4.069799999999999,7.879199999999999,0.0,1.1388,0.0,1.0734,14.161199999999996
